"cve","repo","cve_time","cwe_id","cwe","patch num","commit list","desc","cwe_type","commit"
"CVE-2014-3667","jenkinsci_jenkins","2014/05/14","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","f0a29b562e14d837912c6b35fa4e81478563813a","Jenkins before 1.583 and LTS before 1.565.3 does not properly prevent downloading of plugins, which allows remote authenticated users with the Overall/READ permission to obtain sensitive information by reading the plugin code.","Exposure of Sensitive Information to an Unauthorized Actor","f0a29b562e14d837912c6b35fa4e81478563813a"
"CVE-2014-3680","jenkinsci_jenkins","2014/05/14","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","a6a7bec04b41e0d6913241e702e0b2195924eda7","Jenkins before 1.583 and LTS before 1.565.3 allows remote authenticated users with the Job/READ permission to obtain the default value for the password field of a parameterized job by reading the DOM.","Exposure of Sensitive Information to an Unauthorized Actor","a6a7bec04b41e0d6913241e702e0b2195924eda7"
"CVE-2014-9635","jenkinsci_jenkins","2015/01/22","CWE-254","[('CWE-254', '7PK - Security Features')]","1","582128b9ac179a788d43c1478be8a5224dc19710","Jenkins before 1.586 does not set the HttpOnly flag in a Set-Cookie header for session cookies when run on Tomcat 7.0.41 or later, which makes it easier for remote attackers to obtain potentially sensitive information via script access to cookies.","7PK - Security Features","582128b9ac179a788d43c1478be8a5224dc19710"
"CVE-2015-1806","jenkinsci_jenkins","2015/02/17","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","1","a001f71ded7473a7a122073c2849ec7d119ae888","The combination filter Groovy script in Jenkins before 1.600 and LTS before 1.596.1 allows remote authenticated users with job configuration permission to gain privileges and execute arbitrary code on the master via unspecified vectors.","Permissions, Privileges, and Access Controls","a001f71ded7473a7a122073c2849ec7d119ae888"
"CVE-2015-1807","jenkinsci_jenkins","2015/02/17","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","1","1bba1ac3c6e9ae96e605e3846b9c77e2baafdedd","Directory traversal vulnerability in Jenkins before 1.600 and LTS before 1.596.1 allows remote authenticated users with certain permissions to read arbitrary files via a symlink, related to building artifacts.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","1bba1ac3c6e9ae96e605e3846b9c77e2baafdedd"
"CVE-2015-1810","jenkinsci_jenkins","2015/02/17","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","1","01a087d127d7a871eac02b03143464e2f4c6d48c","The HudsonPrivateSecurityRealm class in Jenkins before 1.600 and LTS before 1.596.1 does not restrict access to reserved names when using the ""Jenkins' own user database"" setting, which allows remote attackers to gain privileges by creating a reserved name.","Permissions, Privileges, and Access Controls","01a087d127d7a871eac02b03143464e2f4c6d48c"
"CVE-2015-1812","jenkinsci_jenkins","2015/02/17","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","feb2703adb0c121705e5c8e9ddf8f663b6481cbd","Cross-site scripting (XSS) vulnerability in Jenkins before 1.606 and LTS before 1.596.2 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors, a different vulnerability than CVE-2015-1813.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","feb2703adb0c121705e5c8e9ddf8f663b6481cbd"
"CVE-2015-1813","jenkinsci_jenkins","2015/02/17","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","1699e2c1f36a22d6a149e71c80937e9972ef6224","Cross-site scripting (XSS) vulnerability in Jenkins before 1.606 and LTS before 1.596.2 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors, a different vulnerability than CVE-2015-1812.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","1699e2c1f36a22d6a149e71c80937e9972ef6224"
"CVE-2015-5318","jenkinsci_jenkins","2015/07/01","CWE-352","[('CWE-352', 'Cross-Site Request Forgery (CSRF)')]","1","f53802bb82a25b295b6dfa3bf2a591a6c8552183","Jenkins before 1.638 and LTS before 1.625.2 uses a publicly accessible salt to generate CSRF protection tokens, which makes it easier for remote attackers to bypass the CSRF protection mechanism via a brute force attack.","Cross-Site Request Forgery (CSRF)","f53802bb82a25b295b6dfa3bf2a591a6c8552183"
"CVE-2015-5319","jenkinsci_jenkins","2015/07/01","NVD-CWE-Other","[('NVD-CWE-Other', 'Other')]","1","e78e9e8144f7304cf274cd4b756f458cf63a3556","XML external entity (XXE) vulnerability in the create-job CLI command in Jenkins before 1.638 and LTS before 1.625.2 allows remote attackers to read arbitrary files via a crafted job configuration that is then used in an ""XML-aware tool,"" as demonstrated by get-job and update-job.","Other","e78e9e8144f7304cf274cd4b756f458cf63a3556"
"CVE-2015-5322","jenkinsci_jenkins","2015/07/01","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","1","5431e397216b4ab80e58bdabcb06a0066bce6592","Directory traversal vulnerability in Jenkins before 1.638 and LTS before 1.625.2 allows remote attackers to list directory contents and read arbitrary files in the Jenkins servlet resources via directory traversal sequences in a request to jnlpJars/.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","5431e397216b4ab80e58bdabcb06a0066bce6592"
"CVE-2015-5323","jenkinsci_jenkins","2015/07/01","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","1","b3f16489ad5f15c3e749ed066cf6b4251f6668c6","Jenkins before 1.638 and LTS before 1.625.2 do not properly restrict access to API tokens which might allow remote administrators to gain privileges and run scripts by using an API token of another user.","Permissions, Privileges, and Access Controls","b3f16489ad5f15c3e749ed066cf6b4251f6668c6"
"CVE-2015-5325","jenkinsci_jenkins","2015/07/01","CWE-284","[('CWE-284', 'Improper Access Control')]","1","ed407e66bcd3743a3b458ea8284977e5cac56c2a","Jenkins before 1.638 and LTS before 1.625.2 allow attackers to bypass intended slave-to-master access restrictions by leveraging a JNLP slave. NOTE: this vulnerability exists because of an incomplete fix for CVE-2014-3665.","Improper Access Control","ed407e66bcd3743a3b458ea8284977e5cac56c2a"
"CVE-2015-5326","jenkinsci_jenkins","2015/07/01","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","1addc5d0feab0e77bb68e88fc74bb651e45cb462","Cross-site scripting (XSS) vulnerability in the slave overview page in Jenkins before 1.638 and LTS before 1.625.2 allows remote authenticated users with certain permissions to inject arbitrary web script or HTML via the slave offline status message.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","1addc5d0feab0e77bb68e88fc74bb651e45cb462"
"CVE-2015-7536","jenkinsci_jenkins","2015/09/29","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","8ede53387ec060a7c343e32efe808b1016f0c10c","Cross-site scripting (XSS) vulnerability in Jenkins before 1.640 and LTS before 1.625.2 allows remote authenticated users to inject arbitrary web script or HTML via unspecified vectors related to workspaces and archived artifacts.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","8ede53387ec060a7c343e32efe808b1016f0c10c"
"CVE-2015-7539","jenkinsci_jenkins","2015/09/29","CWE-345","[('CWE-345', 'Insufficient Verification of Data Authenticity')]","1","9ec88357a354d8354728cc06e2b8c8b68aee58bf","The Plugins Manager in Jenkins before 1.640 and LTS before 1.625.2 does not verify checksums for plugin files referenced in update site data, which makes it easier for man-in-the-middle attackers to execute arbitrary code via a crafted plugin.","Insufficient Verification of Data Authenticity","9ec88357a354d8354728cc06e2b8c8b68aee58bf"
"CVE-2016-0789","jenkinsci_jenkins","2015/12/16","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","f5c51fbad2b62b81dc1e0402aeee058a4a478046","CRLF injection vulnerability in the CLI command documentation in Jenkins before 1.650 and LTS before 1.642.2 allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via unspecified vectors.","Improper Input Validation","f5c51fbad2b62b81dc1e0402aeee058a4a478046"
"CVE-2016-0790","jenkinsci_jenkins","2015/12/16","CWE-254","[('CWE-254', '7PK - Security Features'), ('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","79e0b64322a6b15e0b80ac6511c9aa74383642be","Jenkins before 1.650 and LTS before 1.642.2 do not use a constant-time algorithm to verify API tokens, which makes it easier for remote attackers to determine API tokens via a brute-force approach.","7PK - Security Features","79e0b64322a6b15e0b80ac6511c9aa74383642be"
"CVE-2016-0791","jenkinsci_jenkins","2015/12/16","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","559566b1ac62ebe966613933baf1714137daeb8c","Jenkins before 1.650 and LTS before 1.642.2 do not use a constant-time algorithm to verify CSRF tokens, which makes it easier for remote attackers to bypass a CSRF protection mechanism via a brute-force approach.","Exposure of Sensitive Information to an Unauthorized Actor","559566b1ac62ebe966613933baf1714137daeb8c"
"CVE-2016-0792","jenkinsci_jenkins","2015/12/16","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","18cc8e0eb7d8c9910ce8ce2a9c8dab4c4df8b9c2","Multiple unspecified API endpoints in Jenkins before 1.650 and LTS before 1.642.2 allow remote authenticated users to execute arbitrary code via serialized data in an XML file, related to XStream and groovy.util.Expando.","Improper Input Validation","18cc8e0eb7d8c9910ce8ce2a9c8dab4c4df8b9c2"
"CVE-2016-3723","jenkinsci_jenkins","2016/03/30","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","17edeb48291a3807b84142bb01f576b8eb2f50a2","Jenkins before 2.3 and LTS before 1.651.2 allow remote authenticated users with read access to obtain sensitive plugin installation information by leveraging missing permissions checks in unspecified XML/JSON API endpoints.","Exposure of Sensitive Information to an Unauthorized Actor","17edeb48291a3807b84142bb01f576b8eb2f50a2"
"CVE-2016-3725","jenkinsci_jenkins","2016/03/30","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","1","56be107feb24ab3470efae7603041bbbb9cdf7fb","Jenkins before 2.3 and LTS before 1.651.2 allows remote authenticated users to trigger updating of update site metadata by leveraging a missing permissions check. NOTE: this issue can be combined with DNS cache poisoning to cause a denial of service (service disruption).","Permissions, Privileges, and Access Controls","56be107feb24ab3470efae7603041bbbb9cdf7fb"
"CVE-2016-3727","jenkinsci_jenkins","2016/03/30","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","d66ad6f3ee46a5c6bb865bb831e8cdfc74cd7eb3","The API URL computer/(master)/api/xml in Jenkins before 2.3 and LTS before 1.651.2 allows remote authenticated users with extended read permission for the master node to obtain sensitive information about the global configuration via unspecified vectors.","Exposure of Sensitive Information to an Unauthorized Actor","d66ad6f3ee46a5c6bb865bb831e8cdfc74cd7eb3"
"CVE-2016-9299","jenkinsci_jenkins","2016/11/14","CWE-90","[('CWE-90', ""Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection')"")]","1","fde9c42fe05ac925a904b6c09a81d497d0e6ccea","The remoting module in Jenkins before 2.32 and LTS before 2.19.3 allows remote attackers to execute arbitrary code via a crafted serialized Java object, which triggers an LDAP query to a third-party server.","Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection')","fde9c42fe05ac925a904b6c09a81d497d0e6ccea"
"CVE-2017-1000353","jenkinsci_jenkins","2018/01/29","CWE-502","[('CWE-502', 'Deserialization of Untrusted Data')]","1","36b8285a41eb28333549e8d851f81fd80a184076","Jenkins versions 2.56 and earlier as well as 2.46.1 LTS and earlier are vulnerable to an unauthenticated remote code execution. An unauthenticated remote code execution vulnerability allowed attackers to transfer a serialized Java `SignedObject` object to the Jenkins CLI, that would be deserialized using a new `ObjectInputStream`, bypassing the existing blacklist-based protection mechanism. We're fixing this issue by adding `SignedObject` to the blacklist. We're also backporting the new HTTP CLI protocol from Jenkins 2.54 to LTS 2.46.2, and deprecating the remoting-based (i.e. Java serialization) CLI protocol, disabling it by default.","Deserialization of Untrusted Data","36b8285a41eb28333549e8d851f81fd80a184076"
"CVE-2017-1000354","jenkinsci_jenkins","2018/01/29","CWE-287","[('CWE-287', 'Improper Authentication')]","1","02d24053bdfeb219d2387a19885a60bdab510479","Jenkins versions 2.56 and earlier as well as 2.46.1 LTS and earlier are vulnerable to a login command which allowed impersonating any Jenkins user. The `login` command available in the remoting-based CLI stored the encrypted user name of the successfully authenticated user in a cache file used to authenticate further commands. Users with sufficient permission to create secrets in Jenkins, and download their encrypted values (e.g. with Job/Configure permission), were able to impersonate any other Jenkins user on the same instance.","Improper Authentication","02d24053bdfeb219d2387a19885a60bdab510479"
"CVE-2017-1000391","jenkinsci_jenkins","2017/11/29","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","566a8ddb885f0bef9bc848e60455c0aabbf0c1d3","Jenkins versions 2.88 and earlier and 2.73.2 and earlier stores metadata related to 'people', which encompasses actual user accounts, as well as users appearing in SCM, in directories corresponding to the user ID on disk. These directories used the user ID for their name without additional escaping, potentially resulting in problems like overwriting of unrelated configuration files.","Improper Input Validation","566a8ddb885f0bef9bc848e60455c0aabbf0c1d3"
"CVE-2017-1000392","jenkinsci_jenkins","2017/11/29","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","f67068170b55633571e5462e52b6124b23d7cb84","Jenkins 2.88 and earlier; 2.73.2 and earlier Autocompletion suggestions for text fields were not escaped, resulting in a persisted cross-site scripting vulnerability if the source for the suggestions allowed specifying text that includes HTML metacharacters like less-than and greater-than characters.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","f67068170b55633571e5462e52b6124b23d7cb84"
"CVE-2017-1000393","jenkinsci_jenkins","2017/11/29","CWE-78","[('CWE-78', ""Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')"")]","1","d7ea3f40efedd50541a57b943d5f7bbed046d091","Jenkins 2.73.1 and earlier, 2.83 and earlier users with permission to create or configure agents in Jenkins could configure a launch method called 'Launch agent via execution of command on master'. This allowed them to run arbitrary shell commands on the master node whenever the agent was supposed to be launched. Configuration of this launch method now requires the Run Scripts permission typically only granted to administrators.","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","d7ea3f40efedd50541a57b943d5f7bbed046d091"
